unidade_territorial_id,unidade_territorial,nivel_territorial
3507456,Borebi - SP,Município
3507506,Botucatu - SP,Município
3507605,Bragança Paulista - SP,Município
3507704,Braúna - SP,Município
3507753,Brejo Alegre - SP,Município
3507803,Brodowski - SP,Município
3507902,Brotas - SP,Município
3508009,Buri - SP,Município
3508108,Buritama - SP,Município
3508207,Buritizal - SP,Município
3508306,Cabrália Paulista - SP,Município
3508405,Cabreúva - SP,Município
3508504,Caçapava - SP,Município
3508603,Cachoeira Paulista - SP,Município
3508702,Caconde - SP,Município
3508801,Cafelândia - SP,Município
3508900,Caiabu - SP,Município
3509007,Caieiras - SP,Município
3509106,Caiuá - SP,Município
3509205,Cajamar - SP,Município
3509254,Cajati - SP,Município
3509304,Cajobi - SP,Município
3509403,Cajuru - SP,Município
3509452,Campina do Monte Alegre - SP,Município
3509502,Campinas - SP,Município
3509601,Campo Limpo Paulista - SP,Município
3509700,Campos do Jordão - SP,Município
3509809,Campos Novos Paulista - SP,Município
3509908,Cananéia - SP,Município
3509957,Canas - SP,Município
3510005,Cândido Mota - SP,Município
3510104,Cândido Rodrigues - SP,Município
3510153,Canitar - SP,Município
3510203,Capão Bonito - SP,Município
3510302,Capela do Alto - SP,Município
3510401,Capivari - SP,Município
3510500,Caraguatatuba - SP,Município
3510609,Carapicuíba - SP,Município
3510708,Cardoso - SP,Município
3510807,Casa Branca - SP,Município
3510906,Cássia dos Coqueiros - SP,Município
3511003,Castilho - SP,Município
3511102,Catanduva - SP,Município
3511201,Catiguá - SP,Município
3511300,Cedral - SP,Município
3511409,Cerqueira César - SP,Município
3511508,Cerquilho - SP,Município
3511607,Cesário Lange - SP,Município
3511706,Charqueada - SP,Município
3511904,Clementina - SP,Município
3512001,Colina - SP,Município
3512100,Colômbia - SP,Município
3512209,Conchal - SP,Município
3512308,Conchas - SP,Município
3512407,Cordeirópolis - SP,Município
3512506,Coroados - SP,Município
3512605,Coronel Macedo - SP,Município
3512704,Corumbataí - SP,Município
3512803,Cosmópolis - SP,Município
3512902,Cosmorama - SP,Município
3513009,Cotia - SP,Município
3513108,Cravinhos - SP,Município
3513207,Cristais Paulista - SP,Município
3513306,Cruzália - SP,Município
3513405,Cruzeiro - SP,Município
3513504,Cubatão - SP,Município
3513603,Cunha - SP,Município
3513702,Descalvado - SP,Município
3513801,Diadema - SP,Município
3513850,Dirce Reis - SP,Município
3513900,Divinolândia - SP,Município
3514007,Dobrada - SP,Município
3514106,Dois Córregos - SP,Município
3514205,Dolcinópolis - SP,Município
3514304,Dourado - SP,Município
3514403,Dracena - SP,Município
3514502,Duartina - SP,Município
3514601,Dumont - SP,Município
3514700,Echaporã - SP,Município
3514809,Eldorado - SP,Município
3514908,Elias Fausto - SP,Município
3514924,Elisiário - SP,Município
3514957,Embaúba - SP,Município
3515004,Embu das Artes - SP,Município
3515103,Embu-Guaçu - SP,Município
3515129,Emilianópolis - SP,Município
3515152,Engenheiro Coelho - SP,Município
3515186,Espírito Santo do Pinhal - SP,Município
3515194,Espírito Santo do Turvo - SP,Município
3515202,Estrela d'Oeste - SP,Município
3515301,Estrela do Norte - SP,Município
3515350,Euclides da Cunha Paulista - SP,Município
3515400,Fartura - SP,Município
3515509,Fernandópolis - SP,Município
3515608,Fernando Prestes - SP,Município
3515657,Fernão - SP,Município
3515707,Ferraz de Vasconcelos - SP,Município
3515806,Flora Rica - SP,Município
3515905,Floreal - SP,Município
3516002,Flórida Paulista - SP,Município
3516101,Florínea - SP,Município
3516200,Franca - SP,Município
3516309,Francisco Morato - SP,Município
3516408,Franco da Rocha - SP,Município
3516507,Gabriel Monteiro - SP,Município
3516606,Gália - SP,Município
3516705,Garça - SP,Município
3516804,Gastão Vidigal - SP,Município
3516853,Gavião Peixoto - SP,Município
3516903,General Salgado - SP,Município
3517000,Getulina - SP,Município
3517109,Glicério - SP,Município
3517208,Guaiçara - SP,Município
3517307,Guaimbê - SP,Município
3517406,Guaíra - SP,Município
3517505,Guapiaçu - SP,Município
3517604,Guapiara - SP,Município
3517703,Guará - SP,Município
3517802,Guaraçaí - SP,Município
3517901,Guaraci - SP,Município
3518008,Guarani d'Oeste - SP,Município
3518107,Guarantã - SP,Município
3518206,Guararapes - SP,Município
3518305,Guararema - SP,Município
3518404,Guaratinguetá - SP,Município
3518503,Guareí - SP,Município
3518602,Guariba - SP,Município
3518701,Guarujá - SP,Município
3518800,Guarulhos - SP,Município
3518859,Guatapará - SP,Município
3518909,Guzolândia - SP,Município
3519006,Herculândia - SP,Município
3519055,Holambra - SP,Município
3519071,Hortolândia - SP,Município
3519105,Iacanga - SP,Município
3519204,Iacri - SP,Município
3519253,Iaras - SP,Município
3519303,Ibaté - SP,Município
3519402,Ibirá - SP,Município
3519501,Ibirarema - SP,Município
3519600,Ibitinga - SP,Município
3519709,Ibiúna - SP,Município
3519808,Icém - SP,Município
3519907,Iepê - SP,Município
3520004,Igaraçu do Tietê - SP,Município
3520103,Igarapava - SP,Município
3520202,Igaratá - SP,Município
3520301,Iguape - SP,Município
3520400,Ilhabela - SP,Município
3520426,Ilha Comprida - SP,Município
3520442,Ilha Solteira - SP,Município
3520509,Indaiatuba - SP,Município
3520608,Indiana - SP,Município
3520707,Indiaporã - SP,Município
3520806,Inúbia Paulista - SP,Município
3520905,Ipaussu - SP,Município
3521002,Iperó - SP,Município
3521101,Ipeúna - SP,Município
3521150,Ipiguá - SP,Município
3521200,Iporanga - SP,Município
3521309,Ipuã - SP,Município
3521408,Iracemápolis - SP,Município
3521507,Irapuã - SP,Município
3521606,Irapuru - SP,Município
3521705,Itaberá - SP,Município
3521804,Itaí - SP,Município
3521903,Itajobi - SP,Município
3522000,Itaju - SP,Município
3522109,Itanhaém - SP,Município
3522158,Itaoca - SP,Município
3522208,Itapecerica da Serra - SP,Município
3522307,Itapetininga - SP,Município
3522406,Itapeva - SP,Município
3522505,Itapevi - SP,Município
3522604,Itapira - SP,Município
3522653,Itapirapuã Paulista - SP,Município
3522703,Itápolis - SP,Município
3522802,Itaporanga - SP,Município
3522901,Itapuí - SP,Município
3523008,Itapura - SP,Município
3523107,Itaquaquecetuba - SP,Município
3523206,Itararé - SP,Município
3523305,Itariri - SP,Município
3523404,Itatiba - SP,Município
3523503,Itatinga - SP,Município
3523602,Itirapina - SP,Município
3523701,Itirapuã - SP,Município
3523800,Itobi - SP,Município
3523909,Itu - SP,Município
3524006,Itupeva - SP,Município
3524105,Ituverava - SP,Município
3524204,Jaborandi - SP,Município
3524303,Jaboticabal - SP,Município
3524402,Jacareí - SP,Município
3524501,Jaci - SP,Município
3524600,Jacupiranga - SP,Município
3524709,Jaguariúna - SP,Município
3524808,Jales - SP,Município
3524907,Jambeiro - SP,Município
3525003,Jandira - SP,Município
3525102,Jardinópolis - SP,Município
3525201,Jarinu - SP,Município
3525300,Jaú - SP,Município
3525409,Jeriquara - SP,Município
3525508,Joanópolis - SP,Município
3525607,João Ramalho - SP,Município
3525706,José Bonifácio - SP,Município
3525805,Júlio Mesquita - SP,Município
3525854,Jumirim - SP,Município
3525904,Jundiaí - SP,Município
3526001,Junqueirópolis - SP,Município
3526100,Juquiá - SP,Município
3526209,Juquitiba - SP,Município
3526308,Lagoinha - SP,Município
3526407,Laranjal Paulista - SP,Município
3526506,Lavínia - SP,Município
3526605,Lavrinhas - SP,Município
3526704,Leme - SP,Município
3526803,Lençóis Paulista - SP,Município
3526902,Limeira - SP,Município
3527009,Lindóia - SP,Município
3527108,Lins - SP,Município
3527207,Lorena - SP,Município
3527256,Lourdes - SP,Município
3527306,Louveira - SP,Município
3527405,Lucélia - SP,Município
3527504,Lucianópolis - SP,Município
3527603,Luís Antônio - SP,Município
3527702,Luiziânia - SP,Município
3527801,Lupércio - SP,Município
3527900,Lutécia - SP,Município
3528007,Macatuba - SP,Município
3528106,Macaubal - SP,Município
3528205,Macedônia - SP,Município
3528304,Magda - SP,Município
3528403,Mairinque - SP,Município
3528502,Mairiporã - SP,Município
3528601,Manduri - SP,Município
3528700,Marabá Paulista - SP,Município
3528809,Maracaí - SP,Município
3528858,Marapoama - SP,Município
3528908,Mariápolis - SP,Município
3529005,Marília - SP,Município
3529104,Marinópolis - SP,Município
3529203,Martinópolis - SP,Município
3529302,Matão - SP,Município
3529401,Mauá - SP,Município
3529500,Mendonça - SP,Município
3529609,Meridiano - SP,Município
3529658,Mesópolis - SP,Município
3529708,Miguelópolis - SP,Município
3529807,Mineiros do Tietê - SP,Município
3529906,Miracatu - SP,Município
3530003,Mira Estrela - SP,Município
3530102,Mirandópolis - SP,Município
3530201,Mirante do Paranapanema - SP,Município
3530300,Mirassol - SP,Município
3530409,Mirassolândia - SP,Município
3530508,Mococa - SP,Município
3530607,Mogi das Cruzes - SP,Município
3530706,Mogi Guaçu - SP,Município
3530805,Mogi Mirim - SP,Município
3530904,Mombuca - SP,Município
3531001,Monções - SP,Município
3531100,Mongaguá - SP,Município
3531209,Monte Alegre do Sul - SP,Município
3531308,Monte Alto - SP,Município
3531407,Monte Aprazível - SP,Município
3531506,Monte Azul Paulista - SP,Município
3531605,Monte Castelo - SP,Município
3531704,Monteiro Lobato - SP,Município
3531803,Monte Mor - SP,Município
3531902,Morro Agudo - SP,Município
3532009,Morungaba - SP,Município
3532058,Motuca - SP,Município
3532108,Murutinga do Sul - SP,Município
3532157,Nantes - SP,Município
3532207,Narandiba - SP,Município
3532306,Natividade da Serra - SP,Município
3532405,Nazaré Paulista - SP,Município
3532504,Neves Paulista - SP,Município
3532603,Nhandeara - SP,Município
3532702,Nipoã - SP,Município
3532801,Nova Aliança - SP,Município
3532827,Nova Campina - SP,Município
3532843,Nova Canaã Paulista - SP,Município
3532868,Nova Castilho - SP,Município
3532900,Nova Europa - SP,Município
3533007,Nova Granada - SP,Município
3533106,Nova Guataporanga - SP,Município
3533205,Nova Independência - SP,Município
3533254,Novais - SP,Município
3533304,Nova Luzitânia - SP,Município
3533403,Nova Odessa - SP,Município
3533502,Novo Horizonte - SP,Município
3533601,Nuporanga - SP,Município
3533700,Ocauçu - SP,Município
3533809,Óleo - SP,Município
3533908,Olímpia - SP,Município
3534005,Onda Verde - SP,Município
3534104,Oriente - SP,Município
3534203,Orindiúva - SP,Município
3534302,Orlândia - SP,Município
3534401,Osasco - SP,Município
3534500,Oscar Bressane - SP,Município
3534609,Osvaldo Cruz - SP,Município
3534708,Ourinhos - SP,Município
3534757,Ouroeste - SP,Município
3534807,Ouro Verde - SP,Município
3534906,Pacaembu - SP,Município
3535002,Palestina - SP,Município
3535101,Palmares Paulista - SP,Município
3535200,Palmeira d'Oeste - SP,Município
3535309,Palmital - SP,Município
3535408,Panorama - SP,Município
3535507,Paraguaçu Paulista - SP,Município
3535606,Paraibuna - SP,Município
3535705,Paraíso - SP,Município
3535804,Paranapanema - SP,Município
3535903,Paranapuã - SP,Município
3536000,Parapuã - SP,Município
3536109,Pardinho - SP,Município
3536208,Pariquera-Açu - SP,Município
3536257,Parisi - SP,Município
3536307,Patrocínio Paulista - SP,Município
3536406,Paulicéia - SP,Município
3536505,Paulínia - SP,Município
3536570,Paulistânia - SP,Município
3536604,Paulo de Faria - SP,Município
3536703,Pederneiras - SP,Município
3536802,Pedra Bela - SP,Município
3536901,Pedranópolis - SP,Município
3537008,Pedregulho - SP,Município
3537107,Pedreira - SP,Município
3537156,Pedrinhas Paulista - SP,Município
3537206,Pedro de Toledo - SP,Município
3537305,Penápolis - SP,Município
3537404,Pereira Barreto - SP,Município
3537503,Pereiras - SP,Município
3537602,Peruíbe - SP,Município
3537701,Piacatu - SP,Município
3537800,Piedade - SP,Município
3537909,Pilar do Sul - SP,Município
3538006,Pindamonhangaba - SP,Município
3538105,Pindorama - SP,Município
3538204,Pinhalzinho - SP,Município
3538303,Piquerobi - SP,Município
3538501,Piquete - SP,Município
3538600,Piracaia - SP,Município
3538709,Piracicaba - SP,Município
3538808,Piraju - SP,Município
3538907,Pirajuí - SP,Município
3539004,Pirangi - SP,Município
3539103,Pirapora do Bom Jesus - SP,Município
3539202,Pirapozinho - SP,Município
3539301,Pirassununga - SP,Município
3539400,Piratininga - SP,Município
3539509,Pitangueiras - SP,Município
3539608,Planalto - SP,Município
3539707,Platina - SP,Município
3539806,Poá - SP,Município
3539905,Poloni - SP,Município
3540002,Pompéia - SP,Município
3540101,Pongaí - SP,Município
3540200,Pontal - SP,Município
3540259,Pontalinda - SP,Município
3540309,Pontes Gestal - SP,Município
3540408,Populina - SP,Município
3540507,Porangaba - SP,Município
3540606,Porto Feliz - SP,Município
3540705,Porto Ferreira - SP,Município
3540754,Potim - SP,Município
3540804,Potirendaba - SP,Município
3540853,Pracinha - SP,Município
3540903,Pradópolis - SP,Município
3541000,Praia Grande - SP,Município
3541059,Pratânia - SP,Município
3541109,Presidente Alves - SP,Município
3541208,Presidente Bernardes - SP,Município
3541307,Presidente Epitácio - SP,Município
3541406,Presidente Prudente - SP,Município
3541505,Presidente Venceslau - SP,Município
3541604,Promissão - SP,Município
3541653,Quadra - SP,Município
3541703,Quatá - SP,Município
3541802,Queiroz - SP,Município
3541901,Queluz - SP,Município
3542008,Quintana - SP,Município
3542107,Rafard - SP,Município
3542206,Rancharia - SP,Município
3542305,Redenção da Serra - SP,Município
3542404,Regente Feijó - SP,Município
3542503,Reginópolis - SP,Município
3542602,Registro - SP,Município
3542701,Restinga - SP,Município
3542800,Ribeira - SP,Município
3542909,Ribeirão Bonito - SP,Município
3543006,Ribeirão Branco - SP,Município
3543105,Ribeirão Corrente - SP,Município
3543204,Ribeirão do Sul - SP,Município
3543238,Ribeirão dos Índios - SP,Município
3543253,Ribeirão Grande - SP,Município
3543303,Ribeirão Pires - SP,Município
3543402,Ribeirão Preto - SP,Município
3543501,Riversul - SP,Município
3543600,Rifaina - SP,Município
3543709,Rincão - SP,Município
3543808,Rinópolis - SP,Município
3543907,Rio Claro - SP,Município
3544004,Rio das Pedras - SP,Município
3544103,Rio Grande da Serra - SP,Município
3544202,Riolândia - SP,Município
3544251,Rosana - SP,Município
3544301,Roseira - SP,Município
3544400,Rubiácea - SP,Município
3544509,Rubinéia - SP,Município
3544608,Sabino - SP,Município
3544707,Sagres - SP,Município
3544806,Sales - SP,Município
3544905,Sales Oliveira - SP,Município
3545001,Salesópolis - SP,Município
3545100,Salmourão - SP,Município
3545159,Saltinho - SP,Município
3545209,Salto - SP,Município
3545308,Salto de Pirapora - SP,Município
3545407,Salto Grande - SP,Município
3545506,Sandovalina - SP,Município
3545605,Santa Adélia - SP,Município
3545704,Santa Albertina - SP,Município
3545803,Santa Bárbara d'Oeste - SP,Município
3546009,Santa Branca - SP,Município
3546108,Santa Clara d'Oeste - SP,Município
3546207,Santa Cruz da Conceição - SP,Município
3546256,Santa Cruz da Esperança - SP,Município
3546306,Santa Cruz das Palmeiras - SP,Município
3546405,Santa Cruz do Rio Pardo - SP,Município
3546504,Santa Ernestina - SP,Município
3546603,Santa Fé do Sul - SP,Município
3546702,Santa Gertrudes - SP,Município
3546801,Santa Isabel - SP,Município
3546900,Santa Lúcia - SP,Município
3547007,Santa Maria da Serra - SP,Município
3547106,Santa Mercedes - SP,Município
3547205,Santana da Ponte Pensa - SP,Município
3547304,Santana de Parnaíba - SP,Município
3547403,Santa Rita d'Oeste - SP,Município
3547502,Santa Rita do Passa Quatro - SP,Município
3547601,Santa Rosa de Viterbo - SP,Município
3547650,Santa Salete - SP,Município
3547700,Santo Anastácio - SP,Município
3547809,Santo André - SP,Município
3547908,Santo Antônio da Alegria - SP,Município
3548005,Santo Antônio de Posse - SP,Município
3548054,Santo Antônio do Aracanguá - SP,Município
3548104,Santo Antônio do Jardim - SP,Município
3548203,Santo Antônio do Pinhal - SP,Município
3548302,Santo Expedito - SP,Município
3548401,Santópolis do Aguapeí - SP,Município
3548500,Santos - SP,Município
3548609,São Bento do Sapucaí - SP,Município
3548708,São Bernardo do Campo - SP,Município
3548807,São Caetano do Sul - SP,Município
3548906,São Carlos - SP,Município
3549003,São Francisco - SP,Município
3549102,São João da Boa Vista - SP,Município
3549201,São João das Duas Pontes - SP,Município
3549250,São João de Iracema - SP,Município
3549300,São João do Pau d'Alho - SP,Município
3549409,São Joaquim da Barra - SP,Município
3549508,São José da Bela Vista - SP,Município
3549607,São José do Barreiro - SP,Município
3549706,São José do Rio Pardo - SP,Município
3549805,São José do Rio Preto - SP,Município
3549904,São José dos Campos - SP,Município
3549953,São Lourenço da Serra - SP,Município
3550001,São Luiz do Paraitinga - SP,Município
3550100,São Manuel - SP,Município
3550209,São Miguel Arcanjo - SP,Município
3550308,São Paulo - SP,Município
3550407,São Pedro - SP,Município
3550506,São Pedro do Turvo - SP,Município
3550605,São Roque - SP,Município
3550704,São Sebastião - SP,Município
3550803,São Sebastião da Grama - SP,Município
3550902,São Simão - SP,Município
3551009,São Vicente - SP,Município
3551108,Sarapuí - SP,Município
3551207,Sarutaiá - SP,Município
3551306,Sebastianópolis do Sul - SP,Município
3551405,Serra Azul - SP,Município
3551504,Serrana - SP,Município
3551603,Serra Negra - SP,Município
3551702,Sertãozinho - SP,Município
3551801,Sete Barras - SP,Município
3551900,Severínia - SP,Município
3552007,Silveiras - SP,Município
3552106,Socorro - SP,Município
3552205,Sorocaba - SP,Município
3552304,Sud Mennucci - SP,Município
3552403,Sumaré - SP,Município
3552502,Suzano - SP,Município
3552551,Suzanápolis - SP,Município
3552601,Tabapuã - SP,Município
3552700,Tabatinga - SP,Município
3552809,Taboão da Serra - SP,Município
3552908,Taciba - SP,Município
3553005,Taguaí - SP,Município
3553104,Taiaçu - SP,Município
3553203,Taiúva - SP,Município
3553302,Tambaú - SP,Município
3553401,Tanabi - SP,Município
3553500,Tapiraí - SP,Município
3553609,Tapiratiba - SP,Município
3553658,Taquaral - SP,Município
3553708,Taquaritinga - SP,Município
3553807,Taquarituba - SP,Município
3553856,Taquarivaí - SP,Município
3553906,Tarabai - SP,Município
3553955,Tarumã - SP,Município
3554003,Tatuí - SP,Município
3554102,Taubaté - SP,Município
3554201,Tejupá - SP,Município
3554300,Teodoro Sampaio - SP,Município
3554409,Terra Roxa - SP,Município
3554508,Tietê - SP,Município
3554607,Timburi - SP,Município
3554656,Torre de Pedra - SP,Município
3554706,Torrinha - SP,Município
3554755,Trabiju - SP,Município
3554805,Tremembé - SP,Município
3554904,Três Fronteiras - SP,Município
3554953,Tuiuti - SP,Município
3555000,Tupã - SP,Município
3555109,Tupi Paulista - SP,Município
3555208,Turiúba - SP,Município
3555307,Turmalina - SP,Município
3555356,Ubarana - SP,Município
3555406,Ubatuba - SP,Município
3555505,Ubirajara - SP,Município
3555604,Uchoa - SP,Município
3555703,União Paulista - SP,Município
3555802,Urânia - SP,Município
3555901,Uru - SP,Município
3556008,Urupês - SP,Município
3556107,Valentim Gentil - SP,Município
3556206,Valinhos - SP,Município
3556305,Valparaíso - SP,Município
3556354,Vargem - SP,Município
3556404,Vargem Grande do Sul - SP,Município
3556453,Vargem Grande Paulista - SP,Município
3556503,Várzea Paulista - SP,Município
3556602,Vera Cruz - SP,Município
3556701,Vinhedo - SP,Município
3556800,Viradouro - SP,Município
3556909,Vista Alegre do Alto - SP,Município
3556958,Vitória Brasil - SP,Município
3557006,Votorantim - SP,Município
3557105,Votuporanga - SP,Município
3557154,Zacarias - SP,Município
3557204,Chavantes - SP,Município
3557303,Estiva Gerbi - SP,Município
4100103,Abatiá - PR,Município
4100202,Adrianópolis - PR,Município
4100301,Agudos do Sul - PR,Município
4100400,Almirante Tamandaré - PR,Município
4100459,Altamira do Paraná - PR,Município
4100509,Altônia - PR,Município
4100608,Alto Paraná - PR,Município
4100707,Alto Piquiri - PR,Município
4100806,Alvorada do Sul - PR,Município
4100905,Amaporã - PR,Município
4101002,Ampére - PR,Município
4101051,Anahy - PR,Município
4101101,Andirá - PR,Município
4101150,Ângulo - PR,Município
4101200,Antonina - PR,Município
4101309,Antônio Olinto - PR,Município
4101408,Apucarana - PR,Município
4101507,Arapongas - PR,Município
4101606,Arapoti - PR,Município
4101655,Arapuã - PR,Município
4101705,Araruna - PR,Município
4101804,Araucária - PR,Município
4101853,Ariranha do Ivaí - PR,Município
4101903,Assaí - PR,Município
4102000,Assis Chateaubriand - PR,Município
4102109,Astorga - PR,Município
4102208,Atalaia - PR,Município
4102307,Balsa Nova - PR,Município
4102406,Bandeirantes - PR,Município
4102505,Barbosa Ferraz - PR,Município
4102604,Barracão - PR,Município
4102703,Barra do Jacaré - PR,Município
4102752,Bela Vista da Caroba - PR,Município
4102802,Bela Vista do Paraíso - PR,Município
4102901,Bituruna - PR,Município
4103008,Boa Esperança - PR,Município
4103024,Boa Esperança do Iguaçu - PR,Município
4103040,Boa Ventura de São Roque - PR,Município
4103057,Boa Vista da Aparecida - PR,Município
4103107,Bocaiúva do Sul - PR,Município
4103156,Bom Jesus do Sul - PR,Município
4103206,Bom Sucesso - PR,Município
4103222,Bom Sucesso do Sul - PR,Município
4103305,Borrazópolis - PR,Município
4103354,Braganey - PR,Município
4103370,Brasilândia do Sul - PR,Município
4103404,Cafeara - PR,Município
4103453,Cafelândia - PR,Município
4103479,Cafezal do Sul - PR,Município
4103503,Califórnia - PR,Município
4103602,Cambará - PR,Município
4103701,Cambé - PR,Município
4103800,Cambira - PR,Município
4103909,Campina da Lagoa - PR,Município
4103958,Campina do Simão - PR,Município
4104006,Campina Grande do Sul - PR,Município
4104055,Campo Bonito - PR,Município
4104105,Campo do Tenente - PR,Município
4104204,Campo Largo - PR,Município
4104253,Campo Magro - PR,Município
4104303,Campo Mourão - PR,Município
4104402,Cândido de Abreu - PR,Município
4104428,Candói - PR,Município
4104451,Cantagalo - PR,Município
4104501,Capanema - PR,Município
4104600,Capitão Leônidas Marques - PR,Município
4104659,Carambeí - PR,Município
4104709,Carlópolis - PR,Município
4104808,Cascavel - PR,Município
4104907,Castro - PR,Município
4105003,Catanduvas - PR,Município
4105102,Centenário do Sul - PR,Município
4105201,Cerro Azul - PR,Município
4105300,Céu Azul - PR,Município
4105409,Chopinzinho - PR,Município
4105508,Cianorte - PR,Município
4105607,Cidade Gaúcha - PR,Município
4105706,Clevelândia - PR,Município
4105805,Colombo - PR,Município
4105904,Colorado - PR,Município
4106001,Congonhinhas - PR,Município
4106100,Conselheiro Mairinck - PR,Município
4106209,Contenda - PR,Município
4106308,Corbélia - PR,Município
4106407,Cornélio Procópio - PR,Município
4106456,Coronel Domingos Soares - PR,Município
4106506,Coronel Vivida - PR,Município
4106555,Corumbataí do Sul - PR,Município
4106571,Cruzeiro do Iguaçu - PR,Município
4106605,Cruzeiro do Oeste - PR,Município
4106704,Cruzeiro do Sul - PR,Município
4106803,Cruz Machado - PR,Município
4106852,Cruzmaltina - PR,Município
4106902,Curitiba - PR,Município
4107009,Curiúva - PR,Município
4107108,Diamante do Norte - PR,Município
4107124,Diamante do Sul - PR,Município
4107157,Diamante D'Oeste - PR,Município
4107207,Dois Vizinhos - PR,Município
4107256,Douradina - PR,Município
4107306,Doutor Camargo - PR,Município
4107405,Enéas Marques - PR,Município
4107504,Engenheiro Beltrão - PR,Município
4107520,Esperança Nova - PR,Município
4107538,Entre Rios do Oeste - PR,Município
4107546,Espigão Alto do Iguaçu - PR,Município
4107553,Farol - PR,Município
4107603,Faxinal - PR,Município
4107652,Fazenda Rio Grande - PR,Município
4107702,Fênix - PR,Município
4107736,Fernandes Pinheiro - PR,Município
4107751,Figueira - PR,Município
4107801,Floraí - PR,Município
4107850,Flor da Serra do Sul - PR,Município
4107900,Floresta - PR,Município
4108007,Florestópolis - PR,Município
4108106,Flórida - PR,Município
4108205,Formosa do Oeste - PR,Município
4108304,Foz do Iguaçu - PR,Município
4108320,Francisco Alves - PR,Município
4108403,Francisco Beltrão - PR,Município
4108452,Foz do Jordão - PR,Município
4108502,General Carneiro - PR,Município
4108551,Godoy Moreira - PR,Município
4108601,Goioerê - PR,Município
4108650,Goioxim - PR,Município
4108700,Grandes Rios - PR,Município
4108809,Guaíra - PR,Município
4108908,Guairaçá - PR,Município
4108957,Guamiranga - PR,Município
4109005,Guapirama - PR,Município
4109104,Guaporema - PR,Município
4109203,Guaraci - PR,Município
4109302,Guaraniaçu - PR,Município
4109401,Guarapuava - PR,Município
4109500,Guaraqueçaba - PR,Município
4109609,Guaratuba - PR,Município
4109658,Honório Serpa - PR,Município
4109708,Ibaiti - PR,Município
4109757,Ibema - PR,Município
4109807,Ibiporã - PR,Município
4109906,Icaraíma - PR,Município
4110003,Iguaraçu - PR,Município
4110052,Iguatu - PR,Município
4110078,Imbaú - PR,Município
4110102,Imbituva - PR,Município
4110201,Inácio Martins - PR,Município
4110300,Inajá - PR,Município
4110409,Indianópolis - PR,Município
4110508,Ipiranga - PR,Município
4110607,Iporã - PR,Município
4110656,Iracema do Oeste - PR,Município
4110706,Irati - PR,Município
4110805,Iretama - PR,Município
4110904,Itaguajé - PR,Município
4110953,Itaipulândia - PR,Município
4111001,Itambaracá - PR,Município
4111100,Itambé - PR,Município
4111209,Itapejara d'Oeste - PR,Município
4111258,Itaperuçu - PR,Município
4111308,Itaúna do Sul - PR,Município
4111407,Ivaí - PR,Município
4111506,Ivaiporã - PR,Município
4111555,Ivaté - PR,Município
4111605,Ivatuba - PR,Município
4111704,Jaboti - PR,Município
4111803,Jacarezinho - PR,Município
4111902,Jaguapitã - PR,Município
4112009,Jaguariaíva - PR,Município
4112108,Jandaia do Sul - PR,Município
4112207,Janiópolis - PR,Município
4112306,Japira - PR,Município
4112405,Japurá - PR,Município
4112504,Jardim Alegre - PR,Município
4112603,Jardim Olinda - PR,Município
4112702,Jataizinho - PR,Município
4112751,Jesuítas - PR,Município
4112801,Joaquim Távora - PR,Município
4112900,Jundiaí do Sul - PR,Município
4112959,Juranda - PR,Município
4113007,Jussara - PR,Município
4113106,Kaloré - PR,Município
4113205,Lapa - PR,Município
4113254,Laranjal - PR,Município
4113304,Laranjeiras do Sul - PR,Município
4113403,Leópolis - PR,Município
4113429,Lidianópolis - PR,Município
4113452,Lindoeste - PR,Município
4113502,Loanda - PR,Município
4113601,Lobato - PR,Município
4113700,Londrina - PR,Município
4113734,Luiziana - PR,Município
4113759,Lunardelli - PR,Município
4113809,Lupionópolis - PR,Município
4113908,Mallet - PR,Município
4114005,Mamborê - PR,Município
4114104,Mandaguaçu - PR,Município
4114203,Mandaguari - PR,Município
4114302,Mandirituba - PR,Município
4114351,Manfrinópolis - PR,Município
4114401,Mangueirinha - PR,Município
4114500,Manoel Ribas - PR,Município
4114609,Marechal Cândido Rondon - PR,Município
4114708,Maria Helena - PR,Município
4114807,Marialva - PR,Município
4114906,Marilândia do Sul - PR,Município
4115002,Marilena - PR,Município
4115101,Mariluz - PR,Município
4115200,Maringá - PR,Município
4115309,Mariópolis - PR,Município
4115358,Maripá - PR,Município
4115408,Marmeleiro - PR,Município
4115457,Marquinho - PR,Município
4115507,Marumbi - PR,Município
4115606,Matelândia - PR,Município
4115705,Matinhos - PR,Município
4115739,Mato Rico - PR,Município
4115754,Mauá da Serra - PR,Município
4115804,Medianeira - PR,Município
4115853,Mercedes - PR,Município
4115903,Mirador - PR,Município
4116000,Miraselva - PR,Município
4116059,Missal - PR,Município
4116109,Moreira Sales - PR,Município
4116208,Morretes - PR,Município
4116307,Munhoz de Melo - PR,Município
4116406,Nossa Senhora das Graças - PR,Município
4116505,Nova Aliança do Ivaí - PR,Município
4116604,Nova América da Colina - PR,Município
4116703,Nova Aurora - PR,Município
4116802,Nova Cantu - PR,Município
4116901,Nova Esperança - PR,Município
4116950,Nova Esperança do Sudoeste - PR,Município
4117008,Nova Fátima - PR,Município
4117057,Nova Laranjeiras - PR,Município
4117107,Nova Londrina - PR,Município
4117206,Nova Olímpia - PR,Município
4117214,Nova Santa Bárbara - PR,Município
